operon_no.	locus_tag	start	end 	sense
495	CCNA_00867	946004	946492	+
1395	CCNA_02403	2546366	2547481	+
1153	CCNA_02025	2172762	2173028	-
1797	CCNA_03074	3224166	3224888	+
1711	CCNA_02935	3094958	3097171	-
657	CCNA_01122	1226141	1227676	+
1055	CCNA_01827	1953316	1954770	+
1917	CCNA_03256	3427166	3428284	+
638	CCNA_01091	1197735	1198325	-
275	CCNA_00498	515285	515404	-
2118	CCNA_03598	3750296	3752605	+
324	CCNA_00585	613324	614379	+
1122	CCNA_01946	2088215	2089540	+
901	CCNA_01558	1674964	1675803	+
1375	CCNA_02372	2518633	2518776	-
970	CCNA_01670	1792450	1793469	+
1518	CCNA_02625	2774833	2775741	-
611	CCNA_01051	1148357	1151464	+
1726	CCNA_02960	3117044	3117358	+
748	CCNA_01281	1407064	1408554	+
2271	CCNA_03849	4014965	4015954	+
1153	CCNA_02012	2158098	2159777	-
901	CCNA_01557	1673476	1674939	+
1868	CCNA_03175	3334806	3335210	-
2090	CCNA_03544	3701306	3701956	+
1832	CCNA_03124	3269898	3270998	+
1153	CCNA_02032	2176523	2177125	-
244	CCNA_00437	443064	444677	+
1511	CCNA_02613	2761302	2761682	-
1096	CCNA_01895	2037657	2039096	+
1049	CCNA_01817	1943552	1944940	+
229	CCNA_00410	424513	425043	+
764	CCNA_01322	1439060	1439410	+
315	CCNA_00567	583664	585976	-
48	CCNA_00097	108334	108792	+
1680	CCNA_02889	3037453	3037959	-
1982	CCNA_03366	3543955	3544407	+
1061	CCNA_01834	1965009	1967531	-
717.1	CCNA_01220	1346517	1347731	-
1193	CCNA_02097	2245508	2247499	+
60	CCNA_00116	126407	127753	-
185	CCNA_00344	358988	359335	+
430	CCNA_00765	823153	823443	+
1447	CCNA_02505	2654745	2655713	+
1046	CCNA_01807	1931701	1933254	-
2233	CCNA_03789	3954823	3955206	-
1066	CCNA_01840	1970882	1972324	-
2039	CCNA_03454	3617633	3618478	+
1298	CCNA_02255	2405880	2407175	-
1989	CCNA_03373	3547674	3548318	+
348	CCNA_00625	670498	670875	+
2382	CCNA_03890	1231609	1232988	+
1279.1	CCNA_02231	2377969	2379636	-
1524	CCNA_02633	2782798	2785158	-
811	CCNA_01406	1524621	1525478	-
1449	CCNA_02508	2658342	2659604	+
746	CCNA_01276	1402610	1402969	+
220	CCNA_00393	409326	410552	-
2090.2	CCNA_03548	3704263	3705657	+
1565	CCNA_02699	2852575	2853861	-
1970.3	CCNA_03329	3509941	3510057	-
410	CCNA_00735	792461	793030	-
198	CCNA_00358	374976	375836	-
1581	CCNA_02729	2891507	2893507	+
350	CCNA_00628	673388	673771	-
195	CCNA_00355	371323	372567	+
2236	CCNA_03793	3956890	3957831	-
620	CCNA_01063	1167247	1167894	+
23.1	CCNA_00055	58201	58608	-
619	CCNA_01061	1164820	1166130	+
1541	CCNA_02663	2817456	2817884	-
521	CCNA_00906	986466	987380	-
1773	CCNA_03037	3191328	3192833	-
903	CCNA_01562	1680175	1680849	+
1251	CCNA_02193	2343879	2344412	-
210	CCNA_00381	397466	398515	+
2213	CCNA_03758	3928131	3929309	+
2160	CCNA_03679	3838736	3839164	-
771	CCNA_01337	1450109	1451731	+
953	CCNA_01633	1751636	1752586	+
764	CCNA_01319	1437790	1438095	+
1836	CCNA_03129	3277316	3278692	-
2250	CCNA_03816	3979685	3981811	-
715	CCNA_01218	1344578	1345570	+
637	CCNA_01088	1194028	1194555	-
421	CCNA_00752	810384	811262	-
975	CCNA_01682	1809354	1810292	-
1581	CCNA_02730	2893514	2894161	+
765	CCNA_01330	1444254	1445270	+
620	CCNA_01062	1166270	1167247	+
1424	CCNA_02448	2589111	2589782	-
849	CCNA_01469	1577107	1577274	+
1598	CCNA_02752	2912771	2914843	-
1741	CCNA_02984	3139317	3139760	+
1230	CCNA_02160	2315586	2316095	-
630	CCNA_01079	1184014	1184190	-
2109	CCNA_03582	3738874	3739671	-
506	CCNA_00886	964937	966184	+
1450	CCNA_02511	2661300	2662568	-
1767	CCNA_03026	3180781	3181482	+
1817	CCNA_03104	3254540	3255652	+
652	CCNA_01117	1222305	1223195	-
346	CCNA_00623	666944	669151	+
311	CCNA_00559	574589	575737	-
1317	CCNA_02278	2429076	2429684	+
2160	CCNA_03681	3842762	3843646	-
2221	CCNA_03772	3940020	3940445	+
274	CCNA_00492	509704	511095	+
341	CCNA_00615	656945	659863	-
1411	CCNA_02432	2573283	2574749	-
1531	CCNA_02650	2803789	2804517	-
2128	CCNA_03617	3772262	3772717	+
2033	CCNA_03445	3608706	3611123	+
2385	CCNA_03895	2009954	2010232	-
884	CCNA_01532	1639377	1642241	+
1733	CCNA_02971	3127025	3128053	-
987	CCNA_01702	1833926	1835056	+
520	CCNA_00902	981935	982915	+
1251	CCNA_02192	2343481	2343921	-
461	CCNA_00815	878273	879724	-
156	CCNA_00277	290161	291321	+
1874	CCNA_03185	3345853	3346479	+
1918	CCNA_03258	3429049	3429288	+
998	CCNA_01728	1856420	1857175	-
1113	CCNA_01924	2069785	2070936	-
1574.1	CCNA_02720	2880548	2881636	+
1554	CCNA_02680	2832742	2833680	-
475	CCNA_00837	903123	904739	-
1075	CCNA_01859	1991852	1993885	+
1162	CCNA_02047	2192898	2194307	+
1178	CCNA_02072	2223019	2223858	+
836	CCNA_01446	1558246	1559466	+
1739	CCNA_02979	3134421	3135605	-
676	CCNA_01156	1261886	1262671	+
14	CCNA_00027	29502	30191	-
2202	CCNA_03742	3911831	3912265	+
1447	CCNA_02500	2649003	2649287	+
1478	CCNA_02563	2710778	2712001	-
152	CCNA_00273	286774	287295	+
78	CCNA_00146	157593	158186	+
1656	CCNA_02855	3009133	3009450	-
1281	CCNA_02232	2379875	2382190	+
1970.2	CCNA_03336	3517708	3518562	-
428	CCNA_00760	818810	820510	-
729	CCNA_01246	1373427	1374338	-
417.5	CCNA_03935	802082	802519	+
1458	CCNA_02527	2676011	2676541	+
1777	CCNA_03047	3200639	3201394	-
940	CCNA_01610	1730384	1731958	+
772	CCNA_01341	1454414	1455832	+
582	CCNA_01008	1086800	1088464	-
515	CCNA_00896	975549	975920	-
18	CCNA_00041	42585	45614	-
254	CCNA_00464	477514	477678	+
1090	CCNA_01888	2028496	2029269	+
1007	CCNA_01746	1874210	1875154	+
1823	CCNA_03110	3261360	3261728	-
1446	CCNA_02497	2645968	2647773	-
1028	CCNA_01780	1906954	1908453	-
261	CCNA_00475	491512	493329	-
1676	CCNA_02884	3032855	3033622	-
867	CCNA_01503	1612264	1613346	-
2267	CCNA_03843	4009604	4010206	+
1130	CCNA_01958	2103570	2103770	-
250	CCNA_00454	460977	461789	-
183	CCNA_00334	345020	345580	+
448	CCNA_00788	851554	852870	+
300	CCNA_00541	561036	561344	+
1652	CCNA_02846	2998630	3000222	-
2169.1	CCNA_03695	3861098	3862618	+
926	CCNA_01593	1713020	1714831	-
2110	CCNA_03584	3739999	3740676	+
1198.1	CCNA_02104	2252605	2252940	-
1002	CCNA_01741	1870159	1870539	-
831	CCNA_01439	1551231	1552631	-
2325	CCNA_01273	1399447	1399908	-
1147.1	CCNA_01993	2139697	2140974	-
1239	CCNA_02176	2328416	2328604	+
1095	CCNA_01894	2035926	2037557	-
1254	CCNA_02197	2346873	2347463	-
1153	CCNA_02029	2174263	2175513	-
1142	CCNA_01978	2122422	2123273	+
312	CCNA_00563	577720	578457	+
2216	CCNA_03762	3931582	3931680	+
1843	CCNA_03141	3291362	3291877	+
1117	CCNA_01931	2076486	2077046	+
1574.1	CCNA_02721	2881733	2884663	+
650	CCNA_01113	1218139	1219086	-
756	CCNA_01293	1418341	1418772	-
233	CCNA_00421	431882	432286	-
638	CCNA_01092	1198379	1198681	-
1312	CCNA_02272	2424687	2424929	-
2303	CCNA_00270	284558	285160	+
2368	CCNA_03918	387425	387559	+
1672	CCNA_02879	3026790	3026885	-
1948	CCNA_03301	3475295	3478420	+
1445	CCNA_02487	2635157	2636377	+
1018	CCNA_01767	1895423	1895821	+
497	CCNA_00873	952037	952834	-
1670	CCNA_02877	3024589	3025917	-
2195	CCNA_03733	3900536	3901846	-
34	CCNA_00080	84087	84728	+
505	CCNA_00885	964182	964730	-
2298	CCNA_01721	1848549	1849133	+
1575	CCNA_02722	2884725	2885654	-
2272	CCNA_03855	4019207	4019776	-
1565	CCNA_02702	2857314	2858762	-
1627	CCNA_02801	2958323	2959330	-
292	CCNA_00530	542581	543099	+
2158	CCNA_03677	3836597	3837808	-
1547.1	CCNA_03972	2824196	2824309	-
1471	CCNA_02553	2699800	2702130	+
737	CCNA_01262	1389121	1392264	+
1147.1	CCNA_01994	2140916	2142115	-
480	CCNA_00842	913509	915233	-
1884	CCNA_03199	3358667	3359806	-
47	CCNA_00094	105310	106230	-
1276	CCNA_02222	2370800	2371876	-
171	CCNA_00314	328587	329198	-
1189	CCNA_02093	2240848	2242695	+
670	CCNA_01145	1248684	1250288	-
143	CCNA_00259	271910	272620	-
2163	CCNA_03687	3853392	3854219	-
1206	CCNA_02117	2266640	2267236	-
1147	CCNA_02000	2146328	2147134	-
1651	CCNA_02842	2995539	2996945	-
1795	CCNA_03071	3221505	3222779	+
1246	CCNA_03962	2335874	2335921	+
112	CCNA_00210	225115	227526	+
637	CCNA_01089	1194604	1196295	-
602	CCNA_01040	1134929	1136569	+
706	CCNA_01199	1322567	1323436	+
564	CCNA_00981	1060597	1061301	+
956	CCNA_01644	1764656	1765552	-
982	CCNA_01695	1823677	1826589	-
144	CCNA_00260	272872	273558	-
2407	CCNA_03958	2088068	2088118	+
2077	CCNA_03524	3681121	3683001	-
311	CCNA_00558	573796	574461	-
77	CCNA_00140	152709	153662	-
2031	CCNA_03441	3604489	3604857	-
807	CCNA_01400	1520115	1520453	-
764	CCNA_01306	1431629	1432432	+
2068	CCNA_03501	3658588	3659565	-
954	CCNA_01642	1762909	1763676	+
95	CCNA_00182	195424	196140	+
1539	CCNA_02660	2812176	2812790	+
1549	CCNA_02674	2828468	2828881	+
597	CCNA_01031	1119701	1121353	+
541	CCNA_00944	1021867	1023069	+
1427	CCNA_02452	2591981	2592478	+
2146	CCNA_03647	3805613	3806488	+
1887	CCNA_03202	3363139	3363765	-
1660	CCNA_02862	3015316	3016860	-
77	CCNA_00143	154912	155784	-
1698	CCNA_02912	3069925	3070656	+
962	CCNA_01653	1774739	1775572	+
1856	CCNA_03159	3314464	3315978	+
1571.1	CCNA_02709	2869112	2869543	-
1151	CCNA_02005	2152629	2153588	+
11	CCNA_00021	20840	23032	-
455	CCNA_00801	866406	867557	+
1954	CCNA_03313	3487939	3488355	-
1128	CCNA_01954	2097480	2100176	+
2100	CCNA_03569	3723001	3723921	+
289	CCNA_00522	536509	536805	-
1100	CCNA_01904	2046262	2046888	+
1754	CCNA_02999	3153497	3154282	-
1557	CCNA_02685	2838473	2838880	+
504	CCNA_00882	961855	962853	-
1439	CCNA_02472	2614927	2616189	+
2204	CCNA_03745	3914761	3915603	-
184	CCNA_00342	354697	357660	+
353	CCNA_00638	687421	690129	-
524	CCNA_00916	994709	994999	-
473	CCNA_00835	901034	901855	+
2161	CCNA_03683	3844670	3845302	+
559	CCNA_00972	1050224	1050370	+
1747	CCNA_02991	3144404	3144898	+
1395	CCNA_02406	2549249	2549899	+
1223	CCNA_02150	2307274	2308158	-
974	CCNA_01681	1808851	1809357	+
1889	CCNA_03205	3366406	3368058	+
521	CCNA_00907	987377	988105	-
564	CCNA_00979	1058314	1059390	+
295	CCNA_00535	547379	547537	+
2065	CCNA_03494	3653130	3654191	-
533	CCNA_00934	1010073	1010594	+
1523	CCNA_02632	2782120	2782746	+
1354	CCNA_02343	2482784	2484043	-
2056	CCNA_03479	3642812	3643258	-
1212	CCNA_02126	2279405	2279620	+
1880	CCNA_03195	3355603	3356499	+
2027	CCNA_03433	3596573	3597802	+
297	CCNA_00538	556424	558220	+
1129	CCNA_01956	2101765	2102505	+
233	CCNA_03919	433090	433170	-
1721	CCNA_02949	3109246	3109893	+
1217	CCNA_02132	2288142	2289161	-
1651	CCNA_02845	2997516	2998187	-
1850	CCNA_03149	3303709	3306129	+
1861	CCNA_03165	3323565	3324974	-
2220	CCNA_03769	3937233	3937739	-
1719	CCNA_02945	3104687	3106648	-
741	CCNA_01266	1395597	1395953	-
674	CCNA_01154	1257902	1258591	+
764	CCNA_01324	1440030	1440215	+
1696	CCNA_02910	3066392	3069331	-
1428	CCNA_02455	2596689	2597264	-
184	CCNA_00341	353634	354518	+
1768	CCNA_03028	3183110	3183961	-
1815	CCNA_03099	3250343	3251083	-
1181	CCNA_02080	2230926	2231828	-
1177	CCNA_02071	2222587	2222898	-
666	CCNA_01139	1241418	1243241	+
1247	CCNA_02189	2340056	2340829	+
1880	CCNA_03987	3355502	3355606	+
1722	CCNA_02952	3112113	3112238	+
2111	CCNA_03587	3742020	3742163	-
583	CCNA_01013	1093715	1094422	+
1107	CCNA_01916	2058860	2059846	-
383	CCNA_00700	759099	761024	-
232	CCNA_00419	430733	431269	+
2150.1	CCNA_03666	3829099	3829284	+
1118	CCNA_01939	2081930	2082319	-
1490	CCNA_02579	2729929	2731203	+
112	CCNA_00212	228693	229571	+
1998	CCNA_03386	3558189	3560390	+
393	CCNA_00712	769938	770252	-
1147.1	CCNA_01986	2132287	2133483	-
2227	CCNA_03779	3945554	3945886	-
179	CCNA_00328	340575	341264	+
763	CCNA_01303	1430061	1430900	+
1489	CCNA_02578	2729198	2729842	-
1534	CCNA_02654	2808208	2808585	+
1480	CCNA_02565	2713272	2713823	+
1485	CCNA_02571	2722855	2724348	+
849	CCNA_01468	1576367	1577110	+
133	CCNA_00246	257952	258737	+
1505	CCNA_02603	2748535	2749821	-
1394	CCNA_02402	2544607	2546151	-
2013	CCNA_03409	3576740	3577696	-
1799	CCNA_03079	3228294	3228629	-
969	CCNA_01666	1787056	1789734	+
1806	CCNA_03087	3236355	3236915	+
207	CCNA_00375	390599	390988	+
2167	CCNA_03692	3857835	3858917	+
2109	CCNA_03583	3739668	3739859	-
1338	CCNA_02319	2461698	2462216	-
1609	CCNA_02771	2931550	2931816	+
998	CCNA_01732	1860370	1861752	-
646	CCNA_01105	1211168	1212040	+
1863	CCNA_03167	3325776	3326630	-
1542	CCNA_02664	2818096	2818530	-
246	CCNA_00444	450996	451877	+
1619	CCNA_02789	2945814	2946023	-
877	CCNA_01522	1630557	1631426	-
118	CCNA_00220	237030	237635	+
1208	CCNA_02121	2271309	2273888	+
2232	CCNA_03788	3954307	3954819	+
1661	CCNA_02865	3018228	3018863	-
2042	CCNA_03457	3620488	3621267	-
1430	CCNA_02457	2598431	2599438	-
531	CCNA_00928	1004428	1005102	-
792	CCNA_01374	1488246	1490177	+
1261	CCNA_02205	2353231	2354187	-
390	CCNA_00709	767218	767400	+
1117	CCNA_01932	2077043	2077861	+
566	CCNA_00983	1062171	1063988	-
1395	CCNA_02404	2547478	2548314	+
1445	CCNA_02490	2637765	2638964	+
1624	CCNA_02797	2956219	2956338	-
647	CCNA_01108	1212651	1213511	-
129	CCNA_00234	249116	250276	+
537	CCNA_00938	1013086	1014273	-
1839	CCNA_03135	3282810	3284144	+
1811	CCNA_03095	3244001	3245026	-
250	CCNA_03920	461800	461868	-
175	CCNA_00322	335959	336588	+
95	CCNA_00178	192305	192895	+
333	CCNA_03887	635047	635673	+
1588	CCNA_02739	2899970	2900950	-
1692	CCNA_02905	3061150	3061527	+
1321	CCNA_02285	2434816	2435298	-
432	CCNA_03936	824706	824840	+
2003	CCNA_03396	3566856	3568580	+
1698	CCNA_02913	3070656	3071213	+
1776	CCNA_03045	3199543	3200094	+
1987	CCNA_03370	3546207	3546728	+
1013	CCNA_01759	1885591	1886940	-
482	CCNA_00845	916999	917262	-
80	CCNA_00148	158546	159079	+
2181.1	CCNA_03713	3878345	3879838	-
803	CCNA_01390	1507389	1509002	+
2177	CCNA_03707	3875200	3875469	+
1876	CCNA_03187	3347646	3348599	+
24	CCNA_00059	60534	61121	-
1670	CCNA_02875	3024178	3024576	-
1276	CCNA_02227	2375110	2375982	-
338	CCNA_00610	648428	651031	+
209	CCNA_00380	396879	397418	-
301	CCNA_00542	561341	561664	-
492	CCNA_00860	938619	938855	-
1216	CCNA_02130	2283929	2285359	-
2028	CCNA_03435	3598637	3600010	+
20	CCNA_00045	49105	49638	+
1463	CCNA_02535	2681312	2684011	+
777	CCNA_01348	1461471	1462034	+
584	CCNA_01014	1094791	1095267	-
664	CCNA_01134	1238520	1238933	-
1385	CCNA_03881	2537009	2537350	+
2367	CCNA_03917	256240	256344	-
1621	CCNA_02792	2947891	2950977	+
1296	CCNA_02253	2402492	2404267	+
1276	CCNA_02221	2367923	2370622	-
986	CCNA_01699	1830513	1831520	-
1934	CCNA_03280	3447503	3450943	-
1530	CCNA_02648	2802232	2803152	+
764	CCNA_01315	1436279	1436518	+
748	CCNA_01283	1409575	1410771	+
1019	CCNA_01768	1895834	1896232	-
411	CCNA_00737	793796	796705	-
163.1	CCNA_00292	306029	307462	+
155	CCNA_00276	289617	290096	-
2113	CCNA_03591	3744974	3745774	+
687	CCNA_01171	1291753	1292091	+
1131	CCNA_01959	2103849	2104289	+
2025	CCNA_03431	3594318	3595619	+
401	CCNA_00719	774394	775635	+
813	CCNA_01408	1526164	1526559	-
72	CCNA_00134	143989	144417	+
1988	CCNA_03372	3547357	3547542	-
583	CCNA_01012	1092339	1093718	+
472	CCNA_00834	899662	900483	+
1443	CCNA_02482	2629234	2630172	-
1937	CCNA_03283	3452702	3453721	-
570	CCNA_00991	1072114	1072560	-
2182	CCNA_03718	3883021	3883980	+
2055	CCNA_03478	3641744	3642703	+
918	CCNA_01582	1698089	1698451	+
225	CCNA_00399	416919	418016	+
1161	CCNA_02044	2190154	2190723	-
998	CCNA_01729	1857224	1858237	-
1153	CCNA_02014	2160559	2161311	-
2161	CCNA_03682	3843950	3844630	+
853	CCNA_01481	1588858	1590603	+
163.1	CCNA_00293	307455	308750	+
489	CCNA_00856	931733	933355	-
1547.1	CCNA_02668	2820665	2821294	-
762	CCNA_01301	1426458	1428746	+
1777	CCNA_03049	3203019	3204485	-
1992	CCNA_03378	3550841	3551641	+
469	CCNA_00830	892954	894603	+
1244	CCNA_02182	2333403	2334281	-
1661	CCNA_02864	3017602	3018228	-
810	CCNA_01405	1524077	1524403	-
1911	CCNA_03248	3415868	3418381	+
2215	CCNA_03760	3930450	3930950	+
1653	CCNA_02847	3000402	3000854	-
994	CCNA_01716	1846602	1846787	+
458	CCNA_00808	872176	872310	-
922	CCNA_01588	1706752	1708107	+
1150	CCNA_02004	2152374	2152463	-
1240	CCNA_02177	2328683	2328937	+
134	CCNA_00247	258879	259436	-
407	CCNA_00730	786434	787201	+
265	CCNA_00480	495724	497022	-
1970.2	CCNA_03335	3516491	3517717	-
520	CCNA_00904	984482	985480	+
89	CCNA_00164	175173	177098	+
936	CCNA_01606	1725900	1726562	-
1977	CCNA_03353	3531298	3532131	-
1351	CCNA_02340	2479805	2480647	-
1907	CCNA_03243	3408720	3410219	-
1098	CCNA_01897	2040047	2040853	-
1630	CCNA_02811	2967624	2969657	+
1131	CCNA_01960	2104350	2104862	+
218	CCNA_00391	407210	407767	+
290	CCNA_00526	539769	540026	+
304	CCNA_00548	565904	566170	+
391	CCNA_00710	767521	768690	-
1256	CCNA_02200	2349330	2349722	-
2411	CCNA_03970	2733157	2733348	-
2266	CCNA_03842	4008861	4009598	-
1216	CCNA_02131	2285379	2287844	-
238	CCNA_00429	437383	437550	+
845	CCNA_01463	1570667	1571776	-
797	CCNA_01383	1500243	1500605	+
74	CCNA_00137	146986	148530	-
964	CCNA_01657	1778162	1778806	-
1900	CCNA_03218	3378665	3379741	+
299	CCNA_00540	559904	560776	-
1636	CCNA_02819	2975200	2975355	-
673	CCNA_01149	1251371	1254007	-
1356	CCNA_02345	2485010	2485225	+
1527	CCNA_02637	2788093	2789109	+
1673	CCNA_02880	3027016	3028719	-
954	CCNA_01639	1759642	1760952	+
754	CCNA_01289	1415258	1415635	-
974	CCNA_01680	1807514	1808854	+
1778	CCNA_03050	3204621	3205394	-
116	CCNA_00217	233977	236127	+
717	CCNA_01223	1349006	1350724	-
2137	CCNA_03632	3787137	3787517	+
2144	CCNA_03641	3800239	3801021	-
2089	CCNA_03540	3697408	3698064	+
1720	CCNA_02948	3108544	3108909	+
1826	CCNA_03114	3264578	3264754	+
311	CCNA_00557	573020	573799	-
1265	CCNA_02209	2356825	2357847	-
349	CCNA_00626	670929	672842	-
279	CCNA_00504	519729	520193	-
1145.1	CCNA_01983	2128834	2130114	+
148	CCNA_00264	276384	277637	-
418	CCNA_00747	803595	804953	-
913	CCNA_01576	1692309	1693604	-
2210	CCNA_03752	3921686	3922582	+
2203	CCNA_03743	3912262	3913701	-
664	CCNA_01135	1238972	1239289	-
477	CCNA_00839	907095	909575	+
1022	CCNA_01772	1899035	1899412	+
1877	CCNA_03188	3348814	3349953	+
1158	CCNA_02039	2183866	2185128	-
2275	CCNA_03860	4023026	4023535	+
1773	CCNA_03039	3194387	3195064	-
789	CCNA_01368	1483373	1484587	+
1	CCNA_00004	2559	3158	+
1647	CCNA_02835	2988938	2989567	-
1993	CCNA_03380	3551865	3552536	-
2191	CCNA_03728	3896761	3897006	-
141	CCNA_00257	270176	271567	-
1139	CCNA_01971	2115417	2117381	+
2123	CCNA_03607	3760356	3762239	-
312	CCNA_00560	575815	576327	+
491	CCNA_00858	935330	937543	+
764	CCNA_01310	1434213	1434491	+
620	CCNA_01066	1170058	1171095	+
30	CCNA_00065	68289	69062	-
2128	CCNA_03616	3770847	3772259	+
1276	CCNA_02223	2371873	2372742	-
1580	CCNA_02728	2891107	2891412	+
2362	CCNA_03018	3170457	3171392	+
2207	CCNA_03748	3918154	3918711	+
782	CCNA_01355	1469366	1470241	+
2121	CCNA_03601	3755009	3755707	+
1118	CCNA_01935	2078573	2078929	-
1839	CCNA_03137	3284568	3285626	+
743	CCNA_01269	1397552	1398055	+
644	CCNA_01102	1208217	1208816	+
1593	CCNA_02745	2907542	2908183	-
2079	CCNA_03527	3683461	3684822	-
1759	CCNA_03010	3164069	3164485	-
1790	CCNA_03063	3215326	3216423	-
1699	CCNA_02916	3074630	3075349	+
960	CCNA_01650	1770655	1771179	-
775	CCNA_01345	1458745	1459527	+
494.5	CCNA_00862	939696	941471	-
2200	CCNA_03739	3909131	3909586	-
609	CCNA_03945	1145454	1145606	+
1080	CCNA_01870	2008780	2009934	-
1219	CCNA_02138	2297404	2298198	-
1625	CCNA_02798	2956406	2957080	-
1074	CCNA_01857	1989653	1990909	+
907	CCNA_01568	1684807	1686171	+
1732.1	CCNA_02970	3126652	3127023	+
1092	CCNA_01890	2031155	2032660	+
23	CCNA_00058	59754	60386	-
2054	CCNA_03477	3641243	3641656	-
1220	CCNA_02142	2300772	2301509	+
274	CCNA_00493	511098	511559	+
1455	CCNA_02519	2669181	2670650	-
246	CCNA_00439	445497	447518	+
1748	CCNA_02992	3144917	3145387	-
778	CCNA_01350	1462732	1463100	+
1741	CCNA_02983	3138328	3139320	+
291	CCNA_00529	541695	542231	+
776	CCNA_01346	1459714	1460394	+
1074	CCNA_01855	1986769	1987485	+
2261	CCNA_03832	3997368	3997976	+
2283	CCNA_03879	4041629	4042684	-
1426	CCNA_02450	2590749	2591180	+
1146	CCNA_01985	2130432	2132201	-
2127	CCNA_03613	3767676	3768128	+
1859	CCNA_03163	3319424	3320395	-
1878	CCNA_03191	3351427	3353673	-
329.1	CCNA_00591	619728	621791	-
1631	CCNA_02813	2970103	2970537	+
1839	CCNA_03134	3281744	3282751	+
256	CCNA_00467	480439	481710	+
1919	CCNA_03260	3429697	3430062	-
352	CCNA_00635	682056	683531	+
1299	CCNA_02256	2407281	2408750	-
849	CCNA_01471	1578146	1579636	+
1647	CCNA_02836	2989564	2990016	-
1948	CCNA_03300	3474186	3475295	+
2128	CCNA_03618	3772717	3773289	+
1153	CCNA_02027	2173251	2173937	-
2378	CCNA_03929	771721	771834	-
543	CCNA_00952	1029681	1030319	+
1597	CCNA_02751	2911679	2912677	-
1034	CCNA_01787	1914921	1915856	-
737	CCNA_01263	1392280	1394634	+
1436.1	CCNA_02465	2608583	2609890	-
1323	CCNA_02287	2435754	2436383	+
183	CCNA_00336	346066	347517	+
2039	CCNA_03455	3618478	3619569	+
206	CCNA_00371	388096	388629	-
565	CCNA_00982	1061622	1062050	+
18	CCNA_00037	39980	40768	-
901	CCNA_01556	1672295	1673368	+
1346	CCNA_02329	2471231	2472748	+
1647	CCNA_02833	2987156	2987917	-
1333	CCNA_02310	2455008	2456885	+
1559	CCNA_02688	2841783	2842697	+
336	CCNA_00607	642577	645570	+
743	CCNA_01270	1398112	1398321	+
1284	CCNA_02235	2383642	2384997	+
868	CCNA_01504	1614298	1616394	-
10	CCNA_03911	20665	20778	-
842	CCNA_01460	1568518	1568736	+
365	CCNA_00672	729890	730693	-
1849	CCNA_03148	3301621	3303414	+
1888	CCNA_03203	3363862	3364839	+
460	CCNA_00814	877757	878080	-
732	CCNA_01253	1381534	1382418	+
572	CCNA_00993	1073710	1075248	-
1416	CCNA_02436	2577082	2577531	-
729	CCNA_01247	1374356	1375792	-
900	CCNA_01555	1670626	1672134	-
312	CCNA_00564	578467	579972	+
1181	CCNA_02081	2231825	2232427	-
688	CCNA_01172	1292202	1293044	+
2100	CCNA_03570	3723935	3724624	+
1098	CCNA_01898	2040850	2041638	-
1408	CCNA_02424	2567906	2568505	+
1124	CCNA_01948	2090363	2091514	+
862	CCNA_01495	1604575	1606026	-
1473	CCNA_02555	2702662	2703096	-
1558	CCNA_02686	2839054	2840337	+
833	CCNA_01443	1554869	1555501	-
1630	CCNA_02805	2960594	2961004	+
2038	CCNA_03453	3616712	3617341	-
1461	CCNA_02533	2680697	2680966	+
1375	CCNA_02375	2519993	2520256	-
1275	CCNA_02220	2366252	2367700	-
2014	CCNA_03412	3579405	3580823	-
1435	CCNA_02463	2605030	2606004	-
1481	CCNA_02567	2716669	2719197	+
1378	CCNA_02378	2521693	2522439	+
1707	CCNA_02931	3091612	3091857	-
1467	CCNA_02540	2689408	2690706	-
954	CCNA_01641	1761961	1762896	+
2333	CCNA_01453	1566524	1566829	+
1325	CCNA_02292	2439791	2440519	-
1202	CCNA_02112	2261538	2262539	+
97	CCNA_00184	197070	197267	-
726	CCNA_01238	1363636	1364364	-
2083	CCNA_03531	3687031	3688545	-
432	CCNA_00769	824997	825644	+
1024	CCNA_01775	1900847	1901872	-
1724	CCNA_02955	3114400	3115173	-
1436	CCNA_02468	2611664	2611921	-
942	CCNA_01613	1734410	1735450	+
1650	CCNA_02841	2995269	2995508	+
2005	CCNA_03399	3569377	3569994	-
625	CCNA_01074	1179617	1179754	-
2154	CCNA_03670	3830863	3831717	+
720	CCNA_01230	1357095	1358750	+
1862	CCNA_03166	3325047	3325751	+
753	CCNA_01288	1414050	1415267	+
136	CCNA_00251	262953	263672	+
645	CCNA_01104	1209940	1211112	-
1426	CCNA_02451	2591191	2591835	+
1962	CCNA_03324	3505687	3506115	-
426	CCNA_00758	815435	816001	+
814	CCNA_01415	1532847	1533644	+
492	CCNA_00859	937676	938563	-
1925	CCNA_03268	3437828	3438181	-
1767	CCNA_03025	3180278	3180784	+
1693	CCNA_02906	3061621	3062715	+
1602	CCNA_02756	2920073	2920831	-
1512	CCNA_02615	2762802	2764079	-
758	CCNA_01295	1419254	1419994	-
1604.1	CCNA_03976	2923462	2923683	+
690	CCNA_01175	1294712	1295635	+
228	CCNA_00408	423040	424308	-
566	CCNA_00985	1064610	1066802	-
1907	CCNA_03242	3407266	3408723	-
267	CCNA_00483	499379	500224	-
969	CCNA_01664	1784375	1786435	+
351	CCNA_00629	674363	676249	+
1405	CCNA_02417	2560536	2561765	+
