operon_no.	locus_tag	start	end	sense
1630	CCNA_02808	2963500	2963979	+
1630	CCNA_02809	2963976	2967218	+
1630	CCNA_02810	2967220	2967561	+
1630	CCNA_02811	2967624	2969657	+
1631	CCNA_02812	2969819	2970106	+
1631	CCNA_02813	2970103	2970537	+
1631	CCNA_02814	2970534	2971514	+
1635	CCNA_02818	2974861	2974974	+
1637	CCNA_02820	2975365	2977254	+
2414	CCNA_03979	2979690	2979911	+
1641	CCNA_02824	2980222	2980575	+
1641	CCNA_02825	2980586	2980978	+
1641.1	CCNA_02826	2981109	2982131	+
1642	CCNA_02827	2982256	2982522	+
1642	CCNA_02828	2982516	2983442	+
1642	CCNA_02829	2983414	2984598	+
1644	CCNA_02830	2984967	2985137	+
1645	CCNA_02831	2985216	2985773	+
1646	CCNA_02832	2985866	2987134	+
1649	CCNA_02840	2994294	2995181	+
1650	CCNA_02841	2995269	2995508	+
1654	CCNA_02851	3004685	3005377	+
1662	CCNA_02866	3019011	3019475	+
1668	CCNA_02873	3023436	3023798	+
1669	CCNA_02876	3025889	3026329	+
1674	CCNA_02881	3028870	3030456	+
1677	CCNA_02885	3033732	3034448	+
1677	CCNA_02886	3034597	3034986	+
1678	CCNA_02887	3035216	3036025	+
1679	CCNA_02888	3036185	3037249	+
1682	CCNA_02891	3038068	3039954	+
1683	CCNA_02892	3040024	3040320	+
1686	CCNA_02896	3047214	3048722	+
1686	CCNA_02897	3048719	3049843	+
1687	CCNA_02898	3050012	3051541	+
1687	CCNA_02899	3051538	3053049	+
1691	CCNA_02903	3058970	3060181	+
1691	CCNA_02904	3060308	3061057	+
1692	CCNA_02905	3061150	3061527	+
1693	CCNA_02906	3061621	3062715	+
2361	CCNA_02907	3063015	3063950	+
1695	CCNA_02909	3064800	3066293	+
1698	CCNA_02912	3069925	3070656	+
1698	CCNA_02913	3070656	3071213	+
1699	CCNA_02914	3071642	3073273	+
1699	CCNA_02915	3073295	3074620	+
1699	CCNA_02916	3074630	3075349	+
1699	CCNA_02917	3075368	3076375	+
1699	CCNA_02918	3076384	3077271	+
1699	CCNA_02919	3077268	3078422	+
1699	CCNA_02920	3078419	3080590	+
1699	CCNA_02921	3080587	3082311	+
1703	CCNA_02925	3086931	3088097	+
1704	CCNA_02926	3088377	3088547	+
1705	CCNA_02927	3088696	3089433	+
1705	CCNA_02929	3089640	3090680	+
1709	CCNA_02933	3092264	3093979	+
1710	CCNA_02934	3094127	3094828	+
1712	CCNA_02936	3097275	3097937	+
1713	CCNA_02937	3098040	3098702	+
1713	CCNA_02938	3098699	3099274	+
1714	CCNA_02939	3099431	3099787	+
1714	CCNA_02940	3099784	3101388	+
1715	CCNA_02941	3101543	3102016	+
1716	CCNA_02942	3102130	3103299	+
2416	CCNA_03981	3103505	3103669	+
2417	CCNA_03982	3103729	3103842	+
1718	CCNA_02944	3103950	3104690	+
1720	CCNA_02946	3106845	3107561	+
1720	CCNA_02947	3107558	3108547	+
1720	CCNA_02948	3108544	3108909	+
1721	CCNA_02949	3109246	3109893	+
1721	CCNA_02950	3109890	3111152	+
1721	CCNA_02951	3111149	3111856	+
1722	CCNA_02952	3112113	3112238	+
1722	CCNA_02953	3112235	3113203	+
1723	CCNA_02954	3113547	3114398	+
1725	CCNA_02959	3116116	3116976	+
1726	CCNA_02960	3117044	3117358	+
1728	CCNA_03983	3118775	3119035	+
1728	CCNA_02962	3119025	3119252	+
1730	CCNA_02964	3119851	3120858	+
1732	CCNA_02967	3122780	3125179	+
1732.1	CCNA_02969	3126055	3126609	+
1732.1	CCNA_02970	3126652	3127023	+
1735	CCNA_02973	3128811	3129101	+
1735	CCNA_02974	3129098	3129376	+
1735	CCNA_02975	3129406	3131328	+
1737	CCNA_02977	3132063	3132632	+
1738	CCNA_02978	3132879	3134357	+
1740	CCNA_02981	3136476	3136934	+
1741	CCNA_02982	3137112	3138284	+
1741	CCNA_02983	3138328	3139320	+
1741	CCNA_02984	3139317	3139760	+
1741	CCNA_02985	3139760	3140485	+
1743	CCNA_02987	3142543	3142782	+
1744	CCNA_02988	3142849	3143337	+
1745	CCNA_02989	3143413	3143955	+
1747	CCNA_03903	3144126	3144539	+
1747	CCNA_02991	3144404	3144898	+
1750	CCNA_02995	3150659	3151312	+
2390	CCNA_03904	3153169	3153333	+
1757	CCNA_03003	3156484	3158154	+
1757	CCNA_03004	3158154	3159056	+
1757	CCNA_03005	3159067	3159513	+
1758	CCNA_03006	3159681	3160784	+
1758	CCNA_03007	3160905	3162440	+
1758	CCNA_03008	3162470	3163063	+
1758	CCNA_03009	3163060	3163908	+
1761	CCNA_03012	3165259	3165822	+
1761	CCNA_03013	3165964	3167547	+
2362	CCNA_03018	3170457	3171392	+
1764	CCNA_03020	3174508	3175635	+
1767	CCNA_03025	3180278	3180784	+
1767	CCNA_03026	3180781	3181482	+
1767	CCNA_03027	3181645	3182982	+
1769	CCNA_03030	3184852	3185538	+
1771	CCNA_03033	3188072	3188896	+
1775	CCNA_03044	3199019	3199450	+
1776	CCNA_03045	3199543	3200094	+
1776	CCNA_03046	3200091	3200642	+
1781	CCNA_03053	3207465	3208235	+
1782	CCNA_03054	3209150	3210088	+
1787	CCNA_03060	3212737	3212916	+
1787	CCNA_03061	3213009	3213830	+
1791	CCNA_03065	3216939	3217313	+
1794	CCNA_03068	3220072	3220701	+
1794	CCNA_03069	3220698	3221069	+
1794	CCNA_03070	3221073	3221288	+
1795	CCNA_03071	3221505	3222779	+
1796	CCNA_03072	3222860	3223564	+
1797	CCNA_03073	3223642	3224166	+
1797	CCNA_03074	3224166	3224888	+
1797	CCNA_03075	3224885	3225436	+
1798	CCNA_03076	3225530	3227779	+
1798	CCNA_03077	3227958	3228143	+
1798	CCNA_03078	3228145	3228258	+
1806	CCNA_03087	3236355	3236915	+
1806	CCNA_03088	3236908	3238782	+
1809	CCNA_03091	3240500	3240700	+
1810	CCNA_03092	3240801	3242177	+
1810	CCNA_03093	3242240	3242662	+
1814	CCNA_03098	3249391	3250341	+
1817	CCNA_03103	3253928	3254530	+
1817	CCNA_03104	3254540	3255652	+
1820	CCNA_03106	3256535	3256810	+
1820	CCNA_03107	3257028	3257450	+
2419	CCNA_03985	3263371	3263811	+
1826	CCNA_03114	3264578	3264754	+
1826	CCNA_03115	3264787	3265797	+
1827	CCNA_03116	3265911	3266135	+
1827	CCNA_03117	3266288	3266830	+
1830	CCNA_03120	3268075	3268551	+
1832	CCNA_03124	3269898	3270998	+
1832	CCNA_03125	3271004	3272395	+
1833	CCNA_03126	3272461	3274521	+
1834	CCNA_03127	3274732	3276030	+
1839	CCNA_03134	3281744	3282751	+
1839	CCNA_03135	3282810	3284144	+
1839	CCNA_03136	3284147	3284566	+
1839	CCNA_03137	3284568	3285626	+
1841	CCNA_03138	3286001	3288217	+
1843	CCNA_03140	3290421	3291311	+
1843	CCNA_03141	3291362	3291877	+
1847	CCNA_03146	3298839	3300800	+
1848	CCNA_03147	3300889	3301518	+
1849	CCNA_03148	3301621	3303414	+
1850	CCNA_03149	3303709	3306129	+
1852	CCNA_03151	3306299	3308212	+
1853	CCNA_03152	3308514	3308927	+
1853	CCNA_03153	3308924	3309634	+
1853	CCNA_03154	3309667	3311148	+
1854	CCNA_03155	3311298	3311927	+
1854	CCNA_03156	3311938	3312453	+
1854	CCNA_03157	3312450	3313334	+
1856	CCNA_03158	3313511	3314464	+
1856	CCNA_03159	3314464	3315978	+
1858	CCNA_03161	3316700	3317755	+
1860	CCNA_03164	3320693	3323464	+
1862	CCNA_03166	3325047	3325751	+
1865	CCNA_03169	3327940	3328524	+
1867	CCNA_03173	3332903	3333379	+
1867	CCNA_03174	3333430	3334809	+
1870	CCNA_03179	3338152	3339429	+
1872	CCNA_03181	3340424	3341698	+
1874	CCNA_03185	3345853	3346479	+
1876	CCNA_03187	3347646	3348599	+
1877	CCNA_03188	3348814	3349953	+
1877	CCNA_03189	3349978	3350382	+
1877	CCNA_03190	3350379	3351413	+
1880	CCNA_03987	3355502	3355606	+
1880	CCNA_03195	3355603	3356499	+
1882	CCNA_03197	3356950	3357684	+
1888	CCNA_03203	3363862	3364839	+
1888.1	CCNA_03204	3364972	3366180	+
1889	CCNA_03205	3366406	3368058	+
1890	CCNA_03206	3368261	3369649	+
1891	CCNA_03207	3369752	3370579	+
1893	CCNA_03210	3373019	3373972	+
1895	CCNA_03213	3375439	3375747	+
1897	CCNA_03215	3376165	3377580	+
1900	CCNA_03218	3378665	3379741	+
1900	CCNA_03219	3379745	3382813	+
1900	CCNA_03221	3383005	3384636	+
1900	CCNA_03222	3384698	3385912	+
1901	CCNA_03223	3386049	3386657	+
1905.5	CCNA_03231	3397198	3397377	+
1905.5	CCNA_03232	3397365	3397640	+
1908	CCNA_03245	3411015	3412343	+
1910	CCNA_03247	3413760	3415601	+
1911	CCNA_03248	3415868	3418381	+
1912	CCNA_03249	3418740	3421262	+
1913	CCNA_03250	3421457	3422272	+
1914	CCNA_03252	3423311	3423691	+
1914	CCNA_03253	3423688	3425037	+
1915	CCNA_03254	3425131	3426486	+
1917	CCNA_03256	3427166	3428284	+
1918	CCNA_03990	3428398	3428430	+
1918	CCNA_03257	3428458	3429000	+
1918	CCNA_03258	3429049	3429288	+
1920	CCNA_03263	3431964	3434777	+
1920	CCNA_03265	3434954	3436486	+
1924	CCNA_03267	3437329	3437760	+
1926	CCNA_03269	3438397	3439374	+
1927	CCNA_03270	3440693	3441151	+
1927.1	CCNA_03272	3441214	3442635	+
1930	CCNA_03276	3442782	3443771	+
1935	CCNA_03281	3451086	3451583	+
1936	CCNA_03282	3451802	3452668	+
1938	CCNA_03284	3453897	3454931	+
1938	CCNA_03285	3454942	3455910	+
1941	CCNA_03288	3456818	3457006	+
1941	CCNA_03289	3457011	3457406	+
1945	CCNA_03295	3464572	3466500	+
1945.1	CCNA_03296	3466675	3467910	+
1946	CCNA_03297	3468011	3469126	+
1948	CCNA_03299	3472717	3474228	+
1948	CCNA_03300	3474186	3475295	+
1948	CCNA_03301	3475295	3478420	+
1951	CCNA_03307	3484065	3484331	+
1951	CCNA_03308	3484466	3485245	+
1951	CCNA_03309	3485294	3486370	+
1953	CCNA_03312	3487743	3487922	+
1955	CCNA_03314	3488733	3489665	+
1956	CCNA_03315	3489776	3491002	+
1957	CCNA_03316	3491091	3492974	+
1961	CCNA_03320	3498842	3502078	+
1967	CCNA_03326	3506595	3508568	+
1968	CCNA_03327	3508706	3509071	+
1971	CCNA_03347	3526481	3527905	+
1972	CCNA_03348	3528025	3528981	+
1974	CCNA_03350	3529215	3529412	+
1980	CCNA_03358	3536116	3537123	+
1980	CCNA_03359	3537302	3538492	+
1980	CCNA_03360	3538659	3539750	+
1982	CCNA_03363	3542001	3542282	+
1982	CCNA_03364	3542359	3543201	+
1982	CCNA_03365	3543194	3543958	+
1982	CCNA_03366	3543955	3544407	+
1985	CCNA_03367	3544531	3545031	+
1985	CCNA_03368	3545028	3545456	+
1987	CCNA_03370	3546207	3546728	+
1989	CCNA_03373	3547674	3548318	+
1990	CCNA_03374	3548407	3548814	+
1992	CCNA_03378	3550841	3551641	+
1994	CCNA_03381	3552659	3553729	+
1994	CCNA_03382	3553817	3555118	+
1996	CCNA_03384	3557213	3557443	+
1998	CCNA_03386	3558189	3560390	+
2000	CCNA_03390	3563024	3563524	+
2000	CCNA_03391	3563524	3563763	+
2002	CCNA_03394	3565573	3566286	+
2002	CCNA_03395	3566429	3566788	+
2003	CCNA_03396	3566856	3568580	+
2006	CCNA_03400	3570124	3570297	+
2009	CCNA_03403	3572282	3572488	+
2010	CCNA_03404	3572670	3573179	+
2012	CCNA_03406	3574049	3574282	+
2392	CCNA_03906	3578916	3579269	+
2018	CCNA_03419	3585336	3585836	+
2018	CCNA_03420	3585826	3586425	+
2020	CCNA_03424	3590254	3591720	+
2020	CCNA_03425	3591720	3591821	+
2025	CCNA_03431	3594318	3595619	+
2027	CCNA_03433	3596573	3597802	+
2028	CCNA_03434	3597858	3598670	+
2028	CCNA_03435	3598637	3600010	+
2028	CCNA_03436	3600007	3602292	+
2032	CCNA_03444	3606023	3608536	+
2033	CCNA_03445	3608706	3611123	+
2036	CCNA_03450	3615471	3615809	+
2037	CCNA_03451	3616201	3616425	+
2039	CCNA_03454	3617633	3618478	+
2039	CCNA_03455	3618478	3619569	+
2040	CCNA_03456	3619646	3620482	+
2043	CCNA_03459	3621829	3623598	+
2046	CCNA_03466	3629634	3630437	+
2048	CCNA_03468	3633141	3634934	+
2049	CCNA_03471	3637666	3638625	+
2050	CCNA_03472	3638700	3638969	+
2053	CCNA_03475	3639847	3640800	+
2053	CCNA_03476	3640797	3641246	+
2055	CCNA_03478	3641744	3642703	+
2057	CCNA_03480	3643337	3644191	+
2057	CCNA_03481	3644280	3644732	+
2060	CCNA_03487	3648687	3648914	+
2067	CCNA_03497	3656061	3656513	+
2067	CCNA_03498	3656510	3656806	+
2067	CCNA_03499	3656850	3657158	+
2069	CCNA_03504	3661597	3663408	+
2071	CCNA_03506	3664090	3664677	+
2074	CCNA_03519	3676818	3677144	+
2074	CCNA_03520	3677141	3677704	+
2074	CCNA_03521	3677701	3678537	+
2075	CCNA_03522	3678735	3680171	+
2078	CCNA_03526	3683299	3683442	+
2081	CCNA_03529	3685728	3686489	+
2084	CCNA_03532	3688646	3690394	+
2086	CCNA_03534	3692947	3693894	+
2087	CCNA_03535	3694097	3695053	+
2087	CCNA_03536	3695078	3695737	+
2087	CCNA_03537	3695782	3696135	+
2089	CCNA_03539	3697049	3697411	+
2089	CCNA_03540	3697408	3698064	+
2089	CCNA_03541	3698085	3698924	+
2089	CCNA_03542	3698905	3699468	+
2090	CCNA_03543	3700066	3701340	+
2090	CCNA_03544	3701306	3701956	+
2090.1	CCNA_03545	3702077	3702508	+
2090.1	CCNA_03546	3702556	3703077	+
2090.1	CCNA_03547	3703094	3704149	+
2090.2	CCNA_03548	3704263	3705657	+
2093	CCNA_03552	3708801	3709985	+
2093	CCNA_03553	3710008	3710526	+
2093	CCNA_03554	3710527	3711843	+
2093	CCNA_03555	3711896	3712645	+
2100	CCNA_03567	3720951	3722258	+
2100	CCNA_03568	3722350	3723000	+
2100	CCNA_03569	3723001	3723921	+
2100	CCNA_03570	3723935	3724624	+
2100	CCNA_03571	3724626	3725417	+
2100	CCNA_03572	3725442	3725873	+
2103	CCNA_03575	3730408	3731595	+
2106	CCNA_03578	3735005	3736852	+
2106	CCNA_03579	3736897	3737205	+
2108	CCNA_03581	3737998	3738870	+
2110	CCNA_03584	3739999	3740676	+
2110.1	CCNA_03585	3740756	3741133	+
2110.1	CCNA_03586	3741130	3741960	+
2113	CCNA_03591	3744974	3745774	+
2116	CCNA_03594	3747921	3748637	+
2118	CCNA_03598	3750296	3752605	+
2119	CCNA_03995	3752732	3752809	+
2119	CCNA_03599	3752909	3753955	+
2120	CCNA_03600	3754120	3754890	+
2121	CCNA_03601	3755009	3755707	+
2121	CCNA_03602	3755724	3756998	+
2122	CCNA_03603	3757062	3758789	+
2127	CCNA_03613	3767676	3768128	+
2127	CCNA_03614	3768188	3768616	+
2127	CCNA_03615	3768717	3770777	+
2128	CCNA_03616	3770847	3772259	+
2128	CCNA_03617	3772262	3772717	+
2128	CCNA_03618	3772717	3773289	+
2129	CCNA_03619	3773490	3775610	+
2132	CCNA_03622	3777515	3777877	+
2132	CCNA_03623	3777874	3779079	+
2134	CCNA_03625	3780304	3781209	+
2137	CCNA_03631	3786985	3787089	+
2137	CCNA_03632	3787137	3787517	+
2138	CCNA_03633	3787860	3788231	+
2142	CCNA_03637	3790745	3792274	+
2146	CCNA_03647	3805613	3806488	+
2146	CCNA_03648	3806485	3806931	+
2146	CCNA_03649	3806915	3808006	+
2146	CCNA_03650	3808003	3808731	+
2146	CCNA_03651	3808728	3811718	+
2146	CCNA_03652	3811849	3815310	+
2146.1	CCNA_03653	3815434	3815766	+
2150	CCNA_03664	3825000	3825773	+
2150	CCNA_03665	3825824	3829063	+
2150.1	CCNA_03666	3829099	3829284	+
2150.1	CCNA_03667	3829300	3829656	+
2154	CCNA_03670	3830863	3831717	+
2154	CCNA_03671	3831714	3832502	+
2157	CCNA_03675	3834296	3836134	+
2157	CCNA_03676	3836131	3836574	+
2159	CCNA_03678	3837928	3838554	+
2161	CCNA_03682	3843950	3844630	+
2161	CCNA_03683	3844670	3845302	+
2161	CCNA_03684	3845303	3845971	+
2164	CCNA_03689	3854885	3855997	+
2167	CCNA_03692	3857835	3858917	+
2169	CCNA_03694	3860040	3860984	+
2169.1	CCNA_03695	3861098	3862618	+
2169.1	CCNA_03696	3862731	3864674	+
2169.1	CCNA_03697	3864708	3865265	+
2169.1	CCNA_03698	3865250	3865684	+
2172	CCNA_03699	3865772	3868618	+
2176	CCNA_03705	3873755	3874225	+
2177	CCNA_03706	3874686	3875114	+
2177	CCNA_03707	3875200	3875469	+
2182	CCNA_03718	3883021	3883980	+
2185	CCNA_03721	3885212	3886657	+
2185	CCNA_03722	3886784	3891310	+
2187	CCNA_03724	3891918	3892646	+
2188	CCNA_03725	3892732	3894357	+
2190	CCNA_03727	3895656	3896642	+
2194	CCNA_03732	3899392	3900552	+
2197	CCNA_03735	3904176	3906137	+
2198	CCNA_03736	3906631	3906945	+
2198	CCNA_03737	3906938	3907234	+
2199	CCNA_03738	3907410	3909197	+
2202	CCNA_03742	3911831	3912265	+
2205	CCNA_03746	3915780	3916955	+
2207	CCNA_03748	3918154	3918711	+
2208	CCNA_03749	3918833	3919735	+
2208	CCNA_03750	3919811	3921013	+
2210	CCNA_03752	3921686	3922582	+
2213	CCNA_03758	3928131	3929309	+
2215	CCNA_03760	3930450	3930950	+
2215	CCNA_03761	3930947	3931366	+
2216	CCNA_03762	3931582	3931680	+
2218	CCNA_03764	3932758	3933612	+
2221	CCNA_03771	3938981	3940027	+
2221	CCNA_03772	3940020	3940445	+
2224	CCNA_03775	3942525	3942908	+
2226	CCNA_03778	3944717	3945469	+
2230	CCNA_03782	3950191	3950805	+
2230	CCNA_03783	3950802	3951467	+
2424	CCNA_03997	3952640	3953302	+
2232	CCNA_03786	3953403	3954146	+
2232	CCNA_03787	3954143	3954310	+
2232	CCNA_03788	3954307	3954819	+
2234	CCNA_03790	3955324	3955599	+
2237	CCNA_03794	3957923	3958573	+
2238	CCNA_03795	3958800	3959258	+
2239	CCNA_03796	3959547	3960557	+
2241	CCNA_03801	3964209	3966470	+
2241	CCNA_03802	3966471	3968627	+
2242	CCNA_03803	3968758	3969843	+
2244	CCNA_03806	3971138	3971998	+
2244	CCNA_03807	3971995	3972657	+
2244	CCNA_03808	3972688	3973200	+
2244	CCNA_03809	3973202	3974011	+
2244	CCNA_03810	3974008	3974778	+
2246	CCNA_03812	3975911	3976462	+
2247	CCNA_03813	3976615	3977988	+
2251	CCNA_03817	3981937	3982785	+
2253	CCNA_03819	3983868	3986345	+
2253	CCNA_03820	3986469	3987128	+
2254	CCNA_03821	3987369	3988175	+
2256	CCNA_03823	3989134	3989892	+
2256	CCNA_03824	3989897	3991405	+
2259	CCNA_03827	3992475	3993671	+
2259	CCNA_03828	3993731	3994198	+
2261	CCNA_03830	3994626	3995735	+
2261	CCNA_03831	3995750	3997351	+
2261	CCNA_03832	3997368	3997976	+
2264	CCNA_03838	4003161	4004147	+
2265	CCNA_03839	4004243	4006246	+
2267	CCNA_03843	4009604	4010206	+
2267	CCNA_03844	4010206	4011498	+
2269	CCNA_03847	4013112	4013837	+
2271	CCNA_03849	4014965	4015954	+
2271	CCNA_03850	4015962	4016552	+
2271	CCNA_03851	4016565	4017206	+
2271	CCNA_03852	4017194	4017928	+
2271	CCNA_03853	4017928	4018710	+
2271	CCNA_03854	4018707	4019030	+
2273	CCNA_03858	4021713	4022204	+
2275	CCNA_03860	4023026	4023535	+
2277	CCNA_03862	4024198	4024818	+
2279	CCNA_03864	4025489	4026016	+
2279	CCNA_03865	4026156	4028741	+
2279	CCNA_03866	4028753	4029253	+
2279	CCNA_03867	4029259	4030311	+
2281	CCNA_03874	4036691	4037386	+
2281	CCNA_03875	4037386	4038351	+
2283	CCNA_03879	4041629	4042684	-
2283	CCNA_03878	4040589	4041632	-
2283	CCNA_03877	4040125	4040640	-
2282	CCNA_03876	4038433	4039866	-
2280	CCNA_03873	4036307	4036564	-
2280	CCNA_03872	4034962	4036332	-
2280.1	CCNA_03871	4032935	4034791	-
2280.1	CCNA_03870	4032295	4032945	-
2280.1	CCNA_03869	4031502	4032305	-
2280.1	CCNA_03868	4030549	4031463	-
2278	CCNA_03863	4024825	4025235	-
2276	CCNA_03861	4023532	4024185	-
2274	CCNA_03859	4022266	4022952	-
2272	CCNA_03857	4020965	4021567	-
2272	CCNA_03856	4019778	4020965	-
2272	CCNA_03855	4019207	4019776	-
2270	CCNA_03848	4013963	4014820	-
2268	CCNA_03846	4012572	4013048	-
2268	CCNA_03845	4011623	4012525	-
2266	CCNA_03842	4008861	4009598	-
2266	CCNA_03841	4007847	4008806	-
2266	CCNA_03840	4006251	4007795	-
2263	CCNA_03837	4002543	4003088	-
2262	CCNA_03836	4001960	4002472	-
2262	CCNA_03835	4000678	4001889	-
2262	CCNA_03834	3998875	4000665	-
2262.1	CCNA_03833	3997994	3998809	-
2260	CCNA_03829	3994195	3994335	-
2258	CCNA_03826	3991771	3992325	-
2258	CCNA_03825	3991412	3991774	-
2255	CCNA_03822	3988188	3989051	-
2252	CCNA_03818	3982782	3983132	-
2250	CCNA_03816	3979685	3981811	-
2249	CCNA_03815	3978651	3979619	-
2248	CCNA_03814	3978070	3978591	-
2245	CCNA_03811	3974785	3975687	-
2243	CCNA_03805	3970256	3970834	-
2243	CCNA_03804	3969955	3970287	-
2240	CCNA_03800	3963328	3964194	-
2240	CCNA_03799	3962492	3963415	-
2240	CCNA_03798	3961164	3962495	-
2240	CCNA_03797	3960736	3961167	-
2236	CCNA_03793	3956890	3957831	-
2236	CCNA_03792	3956266	3956886	-
2235	CCNA_03791	3955605	3956165	-
2233	CCNA_03789	3954823	3955206	-
2231	CCNA_03784	3951525	3952418	-
2229	CCNA_03781	3947320	3950007	-
2228	CCNA_03780	3946415	3947149	-
2227	CCNA_03779	3945554	3945886	-
2225	CCNA_03777	3943462	3944514	-
2225	CCNA_03776	3942909	3943448	-
2223	CCNA_03774	3941503	3942390	-
2223	CCNA_03773	3940458	3941633	-
2220	CCNA_03770	3937871	3938833	-
2220	CCNA_03769	3937233	3937739	-
2219	CCNA_03768	3935365	3936891	-
2219	CCNA_03767	3934841	3935338	-
2219	CCNA_03766	3934203	3934784	-
2219	CCNA_03765	3933616	3934179	-
2217	CCNA_03763	3931762	3932676	-
2214	CCNA_03759	3929285	3930313	-
2212	CCNA_03757	3926971	3928056	-
2212	CCNA_03756	3926010	3926939	-
2212	CCNA_03755	3924496	3925947	-
2211	CCNA_03754	3923690	3924376	-
2211	CCNA_03753	3922579	3923709	-
2209	CCNA_03751	3921045	3921557	-
2206	CCNA_03747	3917092	3918117	-
2204	CCNA_03745	3914761	3915603	-
2203	CCNA_03744	3913617	3914687	-
2203	CCNA_03743	3912262	3913701	-
2201	CCNA_03741	3910659	3911783	-
2200	CCNA_03740	3909605	3910591	-
2200	CCNA_03739	3909131	3909586	-
2196	CCNA_03734	3901941	3903977	-
2195	CCNA_03733	3900536	3901846	-
2193	CCNA_03731	3898748	3899293	-
2193	CCNA_03730	3897870	3898751	-
2192	CCNA_03729	3897144	3897797	-
2191	CCNA_03728	3896761	3897006	-
2189	CCNA_03726	3894358	3895518	-
2186	CCNA_03723	3891390	3891827	-
2183	CCNA_03719	3884181	3884981	-
2181.5	CCNA_03717	3881992	3882609	-
2181.5	CCNA_03716	3881363	3882025	-
2181	CCNA_03715	3880744	3881304	-
2181	CCNA_03714	3879977	3880735	-
2181.1	CCNA_03713	3878345	3879838	-
2181.1	CCNA_03712	3877681	3878295	-
2180	CCNA_03711	3876991	3877617	-
2180	CCNA_03710	3876441	3876983	-
2179	CCNA_03709	3875866	3876276	-
2179	CCNA_03708	3875483	3875851	-
2175	CCNA_03704	3872305	3873636	-
2175	CCNA_03703	3871549	3872190	-
2175.1	CCNA_03702	3869691	3871400	-
2174	CCNA_03701	3869198	3869488	-
2173	CCNA_03700	3868697	3869116	-
2168	CCNA_03693	3859081	3859836	-
2165.1	CCNA_03691	3856964	3857842	-
2165	CCNA_03690	3856093	3856797	-
2163	CCNA_03688	3854292	3854765	-
2163	CCNA_03687	3853392	3854219	-
2162	CCNA_03686	3848258	3853318	-
2162	CCNA_03685	3846049	3848232	-
2160	CCNA_03681	3842762	3843646	-
2160	CCNA_03680	3839161	3842748	-
2160	CCNA_03679	3838736	3839164	-
2158	CCNA_03677	3836597	3837808	-
2156	CCNA_03674	3833786	3834130	-
2156	CCNA_03673	3833388	3833789	-
2155	CCNA_03672	3832546	3833166	-
2153	CCNA_03669	3830389	3830733	-
2152	CCNA_03668	3829789	3829977	-
2149	CCNA_03663	3822460	3824760	-
2149	CCNA_03662	3822013	3822399	-
2148	CCNA_03661	3821590	3821715	-
2147	CCNA_03660	3821223	3821492	-
2147	CCNA_03659	3820514	3821173	-
2147	CCNA_03658	3819271	3820491	-
2147	CCNA_03657	3818431	3819258	-
2147	CCNA_03656	3817495	3818418	-
2147	CCNA_03655	3816172	3817485	-
2393	CCNA_03910	3815979	3816086	-
2145	CCNA_03646	3804414	3805532	-
2145	CCNA_03645	3803817	3804404	-
2144	CCNA_03644	3803238	3803645	-
2144	CCNA_03643	3802816	3803271	-
2144	CCNA_03642	3801029	3802816	-
2144	CCNA_03641	3800239	3801021	-
2144	CCNA_03640	3798872	3800110	-
2144	CCNA_03639	3798508	3798828	-
2141	CCNA_03636	3789689	3790714	-
2140	CCNA_03635	3789100	3789477	-
2140	CCNA_03996	3789044	3789103	-
2139	CCNA_03634	3788397	3788990	-
2136	CCNA_03630	3786224	3786790	-
2136	CCNA_03629	3785533	3786246	-
2135	CCNA_03628	3783744	3785231	-
2135	CCNA_03627	3782612	3783772	-
2135	CCNA_03626	3781650	3782612	-
2133	CCNA_03624	3779178	3780188	-
2131	CCNA_03621	3776537	3777382	-
2130	CCNA_03620	3775675	3776478	-
2126	CCNA_03612	3767028	3767276	-
2126	CCNA_03611	3765209	3767008	-
2126	CCNA_03610	3764334	3765164	-
2124	CCNA_03609	3762727	3763932	-
2123	CCNA_03607	3760356	3762239	-
2123	CCNA_03605	3759296	3760189	-
2123	CCNA_03604	3758872	3759210	-
2117	CCNA_03597	3749725	3750126	-
2117	CCNA_03596	3749321	3749728	-
2117	CCNA_03595	3748634	3749278	-
2115	CCNA_03593	3746642	3747769	-
2114	CCNA_03592	3745966	3746511	-
2112	CCNA_03590	3744561	3744746	-
2112	CCNA_03589	3743953	3744558	-
2112	CCNA_03588	3742253	3743956	-
2111	CCNA_03587	3742020	3742163	-
2109	CCNA_03583	3739668	3739859	-
2109	CCNA_03582	3738874	3739671	-
2107	CCNA_03580	3737442	3737900	-
2105	CCNA_03577	3731993	3734884	-
2104	CCNA_03576	3731648	3731929	-
2102	CCNA_03574	3727740	3730142	-
2101	CCNA_03573	3725877	3727622	-
2100.5	CCNA_03994	3725054	3725227	-
2423	CCNA_03993	3720400	3720816	-
2098	CCNA_03565	3719831	3720154	-
2097	CCNA_03564	3719438	3719677	-
2096	CCNA_03563	3718691	3719245	-
2096	CCNA_03562	3717106	3718638	-
2096	CCNA_03561	3716196	3717071	-
2096	CCNA_03560	3714529	3716148	-
2096	CCNA_03559	3714278	3714529	-
2096	CCNA_03558	3714018	3714278	-
2095	CCNA_03557	3713085	3713810	-
2094	CCNA_03556	3712655	3712975	-
2091	CCNA_03549	3705742	3708144	-
2088	CCNA_03538	3696150	3697019	-
2085	CCNA_03533	3690375	3692168	-
